#--- Experiment --------------------------------------------------------------------------
#KILLIFISH RESPIROMETRY 1 JAN 2
#CHA1: 28PPT 10C
#CHA2: 28PPT 10C
#CHA3: 11PPT 10C
#CHA4: 11PPT 10C
#CHB1: 28PPT 24C
#CHB2: 28PPT 24C
#CHB3: 11PPT 24C
#CHB4: 11PPT 24C
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#LITTLELAB1
#--- Instrument --------------------------------------------------------------------------
#Device: FIRESTING 02 B [B] FSO2-C4 SN:24E144015D64AC82 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
20-01-2025	20:17:37.693	7179.281	23.556	OK
20-01-2025	20:17:38.695	7180.283	23.557	OK
20-01-2025	20:17:39.694	7181.282	23.559	OK
20-01-2025	20:17:40.705	7182.293	23.557	OK
20-01-2025	20:17:41.693	7183.282	23.557	OK
20-01-2025	20:17:42.695	7184.283	23.558	OK
20-01-2025	20:17:43.695	7185.283	23.555	OK
20-01-2025	20:17:44.695	7186.283	23.556	OK
20-01-2025	20:17:45.696	7187.284	23.553	OK
20-01-2025	20:17:46.694	7188.282	23.553	OK
20-01-2025	20:17:47.696	7189.284	23.555	OK
20-01-2025	20:17:48.695	7190.283	23.553	OK
20-01-2025	20:17:49.696	7191.284	23.552	OK
20-01-2025	20:17:50.696	7192.284	23.553	OK
20-01-2025	20:17:51.695	7193.283	23.553	OK
20-01-2025	20:17:52.696	7194.284	23.551	OK
20-01-2025	20:17:53.696	7195.284	23.552	OK
20-01-2025	20:17:54.695	7196.283	23.552	OK
20-01-2025	20:17:55.695	7197.283	23.552	OK
20-01-2025	20:17:56.695	7198.283	23.550	OK
20-01-2025	20:17:57.699	7199.287	23.549	OK
20-01-2025	20:17:58.699	7200.287	23.550	OK
20-01-2025	20:17:59.700	7201.288	23.551	OK
20-01-2025	20:18:00.701	7202.289	23.549	OK
20-01-2025	20:18:01.700	7203.288	23.550	OK
20-01-2025	20:18:02.700	7204.288	23.549	OK
20-01-2025	20:18:03.701	7205.289	23.547	OK
20-01-2025	20:18:04.699	7206.287	23.545	OK
20-01-2025	20:18:05.701	7207.289	23.545	OK
20-01-2025	20:18:06.700	7208.288	23.548	OK
20-01-2025	20:18:07.703	7209.291	23.550	OK
20-01-2025	20:18:08.701	7210.289	23.550	OK
20-01-2025	20:18:09.704	7211.292	23.550	OK
20-01-2025	20:18:10.703	7212.291	23.547	OK
20-01-2025	20:18:11.705	7213.293	23.546	OK
20-01-2025	20:18:12.704	7214.292	23.544	OK
20-01-2025	20:18:13.704	7215.292	23.544	OK
20-01-2025	20:18:14.706	7216.294	23.544	OK
20-01-2025	20:18:15.705	7217.293	23.544	OK
20-01-2025	20:18:16.705	7218.293	23.542	OK
20-01-2025	20:18:17.706	7219.294	23.543	OK
20-01-2025	20:18:18.706	7220.294	23.542	OK
20-01-2025	20:18:19.707	7221.295	23.542	OK
20-01-2025	20:18:20.708	7222.296	23.542	OK
20-01-2025	20:18:21.709	7223.297	23.542	OK
20-01-2025	20:18:22.710	7224.298	23.543	OK
20-01-2025	20:18:23.710	7225.298	23.541	OK
20-01-2025	20:18:24.712	7226.300	23.541	OK
20-01-2025	20:18:25.711	7227.299	23.540	OK
20-01-2025	20:18:26.713	7228.301	23.541	OK
20-01-2025	20:18:27.711	7229.299	23.540	OK
20-01-2025	20:18:28.711	7230.299	23.540	OK
20-01-2025	20:18:29.713	7231.301	23.539	OK
20-01-2025	20:18:30.712	7232.300	23.539	OK
20-01-2025	20:18:31.712	7233.300	23.539	OK
20-01-2025	20:18:32.713	7234.301	23.540	OK
20-01-2025	20:18:33.711	7235.299	23.541	OK
20-01-2025	20:18:34.713	7236.301	23.541	OK
20-01-2025	20:18:35.713	7237.301	23.541	OK
20-01-2025	20:18:36.712	7238.301	23.540	OK
20-01-2025	20:18:37.715	7239.303	23.538	OK
20-01-2025	20:18:38.713	7240.301	23.538	OK
20-01-2025	20:18:39.715	7241.303	23.539	OK
20-01-2025	20:18:40.715	7242.303	23.540	OK
20-01-2025	20:18:41.716	7243.304	23.538	OK
20-01-2025	20:18:42.715	7244.303	23.537	OK
20-01-2025	20:18:43.715	7245.304	23.536	OK
20-01-2025	20:18:44.717	7246.305	23.535	OK
20-01-2025	20:18:45.725	7247.313	23.535	OK
20-01-2025	20:18:46.719	7248.307	23.536	OK
20-01-2025	20:18:47.718	7249.306	23.536	OK
20-01-2025	20:18:48.717	7250.305	23.537	OK
20-01-2025	20:18:49.718	7251.306	23.536	OK
20-01-2025	20:18:50.718	7252.306	23.536	OK
20-01-2025	20:18:51.718	7253.306	23.536	OK
20-01-2025	20:18:52.718	7254.306	23.534	OK
20-01-2025	20:18:53.720	7255.308	23.535	OK
20-01-2025	20:18:54.720	7256.308	23.534	OK
20-01-2025	20:18:55.721	7257.309	23.534	OK
20-01-2025	20:18:56.722	7258.310	23.533	OK
20-01-2025	20:18:57.723	7259.311	23.533	OK
20-01-2025	20:18:58.722	7260.310	23.534	OK
20-01-2025	20:18:59.723	7261.311	23.535	OK
20-01-2025	20:19:00.723	7262.311	23.535	OK
20-01-2025	20:19:01.722	7263.310	23.534	OK
20-01-2025	20:19:02.722	7264.310	23.534	OK
20-01-2025	20:19:03.723	7265.311	23.536	OK
20-01-2025	20:19:04.722	7266.310	23.537	OK
20-01-2025	20:19:05.724	7267.312	23.537	OK
20-01-2025	20:19:06.724	7268.312	23.536	OK
20-01-2025	20:19:07.725	7269.313	23.535	OK
20-01-2025	20:19:08.725	7270.313	23.535	OK
20-01-2025	20:19:09.725	7271.313	23.536	OK
20-01-2025	20:19:10.724	7272.312	23.535	OK
20-01-2025	20:19:11.727	7273.315	23.534	OK
20-01-2025	20:19:12.727	7274.315	23.533	OK
20-01-2025	20:19:13.730	7275.318	23.534	OK
20-01-2025	20:19:14.727	7276.315	23.534	OK
20-01-2025	20:19:15.728	7277.316	23.535	OK
20-01-2025	20:19:16.728	7278.317	23.533	OK
20-01-2025	20:19:17.728	7279.316	23.535	OK
20-01-2025	20:19:18.728	7280.316	23.536	OK
20-01-2025	20:19:19.730	7281.318	23.534	OK
20-01-2025	20:19:20.730	7282.318	23.534	OK
20-01-2025	20:19:21.729	7283.317	23.534	OK
20-01-2025	20:19:22.729	7284.317	23.534	OK
20-01-2025	20:19:23.729	7285.317	23.534	OK
20-01-2025	20:19:24.729	7286.317	23.535	OK
20-01-2025	20:19:25.729	7287.317	23.535	OK
20-01-2025	20:19:26.728	7288.316	23.533	OK
20-01-2025	20:19:27.728	7289.316	23.532	OK
20-01-2025	20:19:28.729	7290.317	23.534	OK
20-01-2025	20:19:29.730	7291.318	23.536	OK
20-01-2025	20:19:30.730	7292.318	23.536	OK
20-01-2025	20:19:31.730	7293.318	23.535	OK
20-01-2025	20:19:32.730	7294.318	23.534	OK
20-01-2025	20:19:33.730	7295.318	23.535	OK
20-01-2025	20:19:34.730	7296.318	23.536	OK
20-01-2025	20:19:35.730	7297.318	23.537	OK
20-01-2025	20:19:36.730	7298.318	23.537	OK
20-01-2025	20:19:37.731	7299.319	23.539	OK
20-01-2025	20:19:38.730	7300.318	23.541	OK
20-01-2025	20:19:39.730	7301.318	23.542	OK
20-01-2025	20:19:40.729	7302.317	23.540	OK
20-01-2025	20:19:41.729	7303.318	23.541	OK
20-01-2025	20:19:42.730	7304.318	23.539	OK
20-01-2025	20:19:43.729	7305.317	23.539	OK
20-01-2025	20:19:44.730	7306.318	23.538	OK
20-01-2025	20:19:45.730	7307.318	23.538	OK
20-01-2025	20:19:46.731	7308.319	23.541	OK
20-01-2025	20:19:47.732	7309.320	23.542	OK
20-01-2025	20:19:48.732	7310.320	23.541	OK
20-01-2025	20:19:49.733	7311.321	23.541	OK
20-01-2025	20:19:50.731	7312.319	23.538	OK
20-01-2025	20:19:51.731	7313.319	23.539	OK
20-01-2025	20:19:52.732	7314.320	23.540	OK
20-01-2025	20:19:53.734	7315.322	23.540	OK
20-01-2025	20:19:54.735	7316.323	23.538	OK
20-01-2025	20:19:55.735	7317.323	23.535	OK
20-01-2025	20:19:56.736	7318.324	23.537	OK
20-01-2025	20:19:57.736	7319.324	23.540	OK
20-01-2025	20:19:58.736	7320.325	23.542	OK
20-01-2025	20:19:59.736	7321.324	23.540	OK
20-01-2025	20:20:00.737	7322.325	23.539	OK
20-01-2025	20:20:01.737	7323.325	23.538	OK
20-01-2025	20:20:02.738	7324.326	23.540	OK
20-01-2025	20:20:03.738	7325.327	23.541	OK
20-01-2025	20:20:04.739	7326.327	23.540	OK
20-01-2025	20:20:05.739	7327.327	23.539	OK
20-01-2025	20:20:06.740	7328.328	23.540	OK
20-01-2025	20:20:07.739	7329.327	23.540	OK
20-01-2025	20:20:08.739	7330.327	23.540	OK
20-01-2025	20:20:09.739	7331.327	23.541	OK
20-01-2025	20:20:10.739	7332.327	23.541	OK
20-01-2025	20:20:11.740	7333.328	23.540	OK
20-01-2025	20:20:12.739	7334.327	23.541	OK
20-01-2025	20:20:13.740	7335.328	23.540	OK
20-01-2025	20:20:14.739	7336.327	23.541	OK
20-01-2025	20:20:15.740	7337.328	23.541	OK
20-01-2025	20:20:16.740	7338.328	23.542	OK
20-01-2025	20:20:17.740	7339.328	23.541	OK
20-01-2025	20:20:18.740	7340.328	23.540	OK
20-01-2025	20:20:19.740	7341.328	23.536	OK
20-01-2025	20:20:20.739	7342.328	23.538	OK
20-01-2025	20:20:21.740	7343.328	23.540	OK
20-01-2025	20:20:22.740	7344.328	23.543	OK
20-01-2025	20:20:23.740	7345.328	23.544	OK
20-01-2025	20:20:24.740	7346.328	23.545	OK
20-01-2025	20:20:25.741	7347.329	23.543	OK
20-01-2025	20:20:26.740	7348.328	23.546	OK
20-01-2025	20:20:27.741	7349.329	23.544	OK
20-01-2025	20:20:28.742	7350.330	23.545	OK
20-01-2025	20:20:29.743	7351.331	23.543	OK
20-01-2025	20:20:30.741	7352.329	23.544	OK
20-01-2025	20:20:31.742	7353.330	23.541	OK
20-01-2025	20:20:32.741	7354.329	23.543	OK
20-01-2025	20:20:33.743	7355.331	23.543	OK
20-01-2025	20:20:34.744	7356.332	23.544	OK
20-01-2025	20:20:35.743	7357.331	23.544	OK
20-01-2025	20:20:36.743	7358.331	23.542	OK
20-01-2025	20:20:37.743	7359.331	23.543	OK
20-01-2025	20:20:38.742	7360.331	23.542	OK
20-01-2025	20:20:39.743	7361.331	23.544	OK
20-01-2025	20:20:40.744	7362.332	23.543	OK
20-01-2025	20:20:41.743	7363.331	23.543	OK
20-01-2025	20:20:42.744	7364.332	23.541	OK
20-01-2025	20:20:43.744	7365.332	23.539	OK
20-01-2025	20:20:44.744	7366.332	23.541	OK
20-01-2025	20:20:45.745	7367.333	23.541	OK
20-01-2025	20:20:46.744	7368.332	23.545	OK
20-01-2025	20:20:47.744	7369.333	23.545	OK
20-01-2025	20:20:48.745	7370.333	23.545	OK
20-01-2025	20:20:49.749	7371.337	23.544	OK
20-01-2025	20:20:50.748	7372.336	23.541	OK
20-01-2025	20:20:51.748	7373.336	23.542	OK
20-01-2025	20:20:52.748	7374.336	23.544	OK
20-01-2025	20:20:53.747	7375.335	23.546	OK
20-01-2025	20:20:54.748	7376.336	23.547	OK
20-01-2025	20:20:55.748	7377.336	23.549	OK
20-01-2025	20:20:56.748	7378.336	23.547	OK
20-01-2025	20:20:57.749	7379.337	23.546	OK
20-01-2025	20:20:58.747	7380.336	23.546	OK
20-01-2025	20:20:59.749	7381.337	23.546	OK
20-01-2025	20:21:00.748	7382.336	23.543	OK
20-01-2025	20:21:01.750	7383.338	23.544	OK
20-01-2025	20:21:02.752	7384.340	23.544	OK
20-01-2025	20:21:03.751	7385.339	23.547	OK
20-01-2025	20:21:04.753	7386.341	23.548	OK
20-01-2025	20:21:05.754	7387.342	23.548	OK
20-01-2025	20:21:06.754	7388.342	23.548	OK
20-01-2025	20:21:07.754	7389.342	23.547	OK
20-01-2025	20:21:08.755	7390.343	23.547	OK
20-01-2025	20:21:09.755	7391.343	23.549	OK
20-01-2025	20:21:10.756	7392.344	23.549	OK
20-01-2025	20:21:11.756	7393.344	23.550	OK
20-01-2025	20:21:12.757	7394.345	23.547	OK
20-01-2025	20:21:13.755	7395.343	23.546	OK
20-01-2025	20:21:14.759	7396.347	23.546	OK
20-01-2025	20:21:15.760	7397.348	23.549	OK
20-01-2025	20:21:16.759	7398.347	23.548	OK
20-01-2025	20:21:17.760	7399.348	23.547	OK
20-01-2025	20:21:18.759	7400.347	23.549	OK
20-01-2025	20:21:19.758	7401.346	23.549	OK
20-01-2025	20:21:20.759	7402.347	23.550	OK
20-01-2025	20:21:21.759	7403.347	23.550	OK
20-01-2025	20:21:22.761	7404.349	23.548	OK
20-01-2025	20:21:23.759	7405.347	23.549	OK
20-01-2025	20:21:24.839	7406.427	23.549	OK
20-01-2025	20:21:25.763	7407.351	23.550	OK
20-01-2025	20:21:26.764	7408.352	23.548	OK
20-01-2025	20:21:27.763	7409.351	23.549	OK
20-01-2025	20:21:28.764	7410.352	23.550	OK
20-01-2025	20:21:29.839	7411.427	23.552	OK
20-01-2025	20:21:30.766	7412.354	23.552	OK
20-01-2025	20:21:31.768	7413.356	23.550	OK
20-01-2025	20:21:32.767	7414.355	23.548	OK
20-01-2025	20:21:33.769	7415.357	23.547	OK
20-01-2025	20:21:34.841	7416.429	23.549	OK
20-01-2025	20:21:35.769	7417.357	23.552	OK
20-01-2025	20:21:36.768	7418.356	23.552	OK
20-01-2025	20:21:37.769	7419.357	23.552	OK
20-01-2025	20:21:38.769	7420.357	23.552	OK
20-01-2025	20:21:39.837	7421.425	23.549	OK
20-01-2025	20:21:40.770	7422.358	23.548	OK
20-01-2025	20:21:41.769	7423.357	23.548	OK
20-01-2025	20:21:42.770	7424.358	23.547	OK
20-01-2025	20:21:43.771	7425.360	23.549	OK
20-01-2025	20:21:44.840	7426.428	23.551	OK
20-01-2025	20:21:45.772	7427.360	23.553	OK
20-01-2025	20:21:46.771	7428.359	23.554	OK
20-01-2025	20:21:47.773	7429.361	23.553	OK
20-01-2025	20:21:48.772	7430.360	23.554	OK
20-01-2025	20:21:49.840	7431.428	23.554	OK
20-01-2025	20:21:50.774	7432.362	23.554	OK
20-01-2025	20:21:51.774	7433.362	23.554	OK
20-01-2025	20:21:52.775	7434.363	23.554	OK
20-01-2025	20:21:53.775	7435.363	23.553	OK
20-01-2025	20:21:54.841	7436.429	23.553	OK
20-01-2025	20:21:55.777	7437.365	23.551	OK
20-01-2025	20:21:56.779	7438.367	23.553	OK
20-01-2025	20:21:57.779	7439.367	23.554	OK
20-01-2025	20:21:58.780	7440.368	23.553	OK
20-01-2025	20:21:59.840	7441.428	23.552	OK
20-01-2025	20:22:00.778	7442.366	23.551	OK
20-01-2025	20:22:01.781	7443.369	23.553	OK
20-01-2025	20:22:02.779	7444.367	23.555	OK
20-01-2025	20:22:03.777	7445.365	23.555	OK
20-01-2025	20:22:04.842	7446.430	23.554	OK
20-01-2025	20:22:05.778	7447.366	23.554	OK
20-01-2025	20:22:06.779	7448.367	23.554	OK
20-01-2025	20:22:07.778	7449.366	23.553	OK
20-01-2025	20:22:08.778	7450.366	23.552	OK
20-01-2025	20:22:09.842	7451.430	23.553	OK
20-01-2025	20:22:10.779	7452.367	23.552	OK
20-01-2025	20:22:11.779	7453.367	23.554	OK
20-01-2025	20:22:12.777	7454.365	23.553	OK
20-01-2025	20:22:13.780	7455.368	23.553	OK
20-01-2025	20:22:14.840	7456.428	23.554	OK
20-01-2025	20:22:15.778	7457.367	23.554	OK
20-01-2025	20:22:16.783	7458.371	23.552	OK
20-01-2025	20:22:17.781	7459.369	23.552	OK
20-01-2025	20:22:18.784	7460.372	23.551	OK
20-01-2025	20:22:19.844	7461.432	23.553	OK
20-01-2025	20:22:20.783	7462.371	23.555	OK
20-01-2025	20:22:21.784	7463.372	23.555	OK
20-01-2025	20:22:22.786	7464.374	23.554	OK
20-01-2025	20:22:23.786	7465.374	23.556	OK
20-01-2025	20:22:24.842	7466.430	23.555	OK
20-01-2025	20:22:25.788	7467.376	23.556	OK
20-01-2025	20:22:26.789	7468.377	23.556	OK
20-01-2025	20:22:27.789	7469.377	23.558	OK
20-01-2025	20:22:28.788	7470.376	23.558	OK
20-01-2025	20:22:29.841	7471.429	23.557	OK
20-01-2025	20:22:30.790	7472.378	23.556	OK
20-01-2025	20:22:31.789	7473.378	23.557	OK
20-01-2025	20:22:32.789	7474.377	23.558	OK
20-01-2025	20:22:33.788	7475.376	23.557	OK
20-01-2025	20:22:34.840	7476.428	23.557	OK
20-01-2025	20:22:35.790	7477.379	23.557	OK
20-01-2025	20:22:36.790	7478.378	23.556	OK
20-01-2025	20:22:37.791	7479.379	23.556	OK
20-01-2025	20:22:38.793	7480.381	23.555	OK
20-01-2025	20:22:39.841	7481.429	23.556	OK
20-01-2025	20:22:40.794	7482.382	23.556	OK
20-01-2025	20:22:41.794	7483.382	23.558	OK
20-01-2025	20:22:42.795	7484.383	23.560	OK
20-01-2025	20:22:43.795	7485.383	23.559	OK
20-01-2025	20:22:44.843	7486.431	23.558	OK
20-01-2025	20:22:45.797	7487.385	23.558	OK
20-01-2025	20:22:46.797	7488.385	23.558	OK
20-01-2025	20:22:47.795	7489.383	23.557	OK
20-01-2025	20:22:48.795	7490.383	23.558	OK
20-01-2025	20:22:49.841	7491.429	23.557	OK
20-01-2025	20:22:50.798	7492.386	23.558	OK
20-01-2025	20:22:51.799	7493.387	23.555	OK
20-01-2025	20:22:52.797	7494.385	23.557	OK
20-01-2025	20:22:53.799	7495.387	23.556	OK
20-01-2025	20:22:54.841	7496.429	23.557	OK
20-01-2025	20:22:55.799	7497.387	23.559	OK
20-01-2025	20:22:56.800	7498.389	23.557	OK
20-01-2025	20:22:57.802	7499.390	23.557	OK
20-01-2025	20:22:58.803	7500.391	23.557	OK
20-01-2025	20:22:59.844	7501.432	23.556	OK
20-01-2025	20:23:00.803	7502.391	23.556	OK
20-01-2025	20:23:01.804	7503.393	23.556	OK
20-01-2025	20:23:02.803	7504.391	23.554	OK
20-01-2025	20:23:03.805	7505.393	23.558	OK
20-01-2025	20:23:04.841	7506.429	23.558	OK
20-01-2025	20:23:05.806	7507.394	23.558	OK
20-01-2025	20:23:06.804	7508.392	23.556	OK
20-01-2025	20:23:07.806	7509.394	23.555	OK
20-01-2025	20:23:08.806	7510.394	23.554	OK
20-01-2025	20:23:09.842	7511.430	23.555	OK
20-01-2025	20:23:10.806	7512.394	23.555	OK
20-01-2025	20:23:11.806	7513.394	23.558	OK
20-01-2025	20:23:12.808	7514.396	23.557	OK
20-01-2025	20:23:13.809	7515.397	23.558	OK
20-01-2025	20:23:14.842	7516.430	23.557	OK
20-01-2025	20:23:15.809	7517.397	23.559	OK
20-01-2025	20:23:16.809	7518.397	23.559	OK
20-01-2025	20:23:17.810	7519.398	23.559	OK
20-01-2025	20:23:18.810	7520.398	23.560	OK
20-01-2025	20:23:19.841	7521.430	23.559	OK
20-01-2025	20:23:20.810	7522.398	23.558	OK
20-01-2025	20:23:21.812	7523.400	23.558	OK
20-01-2025	20:23:22.811	7524.399	23.559	OK
20-01-2025	20:23:23.811	7525.399	23.559	OK
20-01-2025	20:23:24.844	7526.432	23.561	OK
20-01-2025	20:23:25.814	7527.403	23.559	OK
20-01-2025	20:23:26.815	7528.403	23.560	OK
20-01-2025	20:23:27.814	7529.403	23.561	OK
20-01-2025	20:23:28.816	7530.404	23.561	OK
20-01-2025	20:23:29.844	7531.432	23.562	OK
20-01-2025	20:23:30.817	7532.405	23.560	OK
20-01-2025	20:23:31.817	7533.406	23.558	OK
20-01-2025	20:23:32.819	7534.407	23.558	OK
20-01-2025	20:23:33.816	7535.405	23.560	OK
20-01-2025	20:23:34.847	7536.435	23.562	OK
20-01-2025	20:23:35.820	7537.408	23.564	OK
20-01-2025	20:23:36.819	7538.407	23.563	OK
20-01-2025	20:23:37.821	7539.409	23.563	OK
20-01-2025	20:23:38.818	7540.407	23.561	OK
20-01-2025	20:23:39.848	7541.436	23.561	OK
20-01-2025	20:23:40.819	7542.407	23.563	OK
20-01-2025	20:23:41.819	7543.407	23.564	OK
20-01-2025	20:23:42.820	7544.408	23.566	OK
20-01-2025	20:23:43.820	7545.408	23.562	OK
20-01-2025	20:23:44.848	7546.436	23.560	OK
20-01-2025	20:23:45.821	7547.409	23.560	OK
20-01-2025	20:23:46.820	7548.408	23.561	OK
20-01-2025	20:23:47.820	7549.408	23.563	OK
20-01-2025	20:23:48.820	7550.408	23.563	OK
20-01-2025	20:23:49.849	7551.437	23.562	OK
20-01-2025	20:23:50.822	7552.410	23.559	OK
20-01-2025	20:23:51.822	7553.410	23.559	OK
20-01-2025	20:23:52.823	7554.411	23.559	OK
20-01-2025	20:23:53.824	7555.412	23.561	OK
20-01-2025	20:23:54.848	7556.436	23.560	OK
20-01-2025	20:23:55.828	7557.416	23.562	OK
20-01-2025	20:23:56.824	7558.412	23.563	OK
20-01-2025	20:23:57.824	7559.412	23.562	OK
20-01-2025	20:23:58.825	7560.413	23.564	OK
20-01-2025	20:23:59.849	7561.437	23.562	OK
20-01-2025	20:24:00.825	7562.413	23.564	OK
20-01-2025	20:24:01.826	7563.414	23.563	OK
20-01-2025	20:24:02.827	7564.415	23.565	OK
20-01-2025	20:24:03.824	7565.413	23.564	OK
20-01-2025	20:24:04.849	7566.437	23.563	OK
20-01-2025	20:24:05.828	7567.416	23.563	OK
20-01-2025	20:24:06.828	7568.416	23.563	OK
20-01-2025	20:24:07.827	7569.415	23.563	OK
20-01-2025	20:24:08.826	7570.414	23.563	OK
20-01-2025	20:24:09.851	7571.439	23.562	OK
20-01-2025	20:24:10.831	7572.419	23.562	OK
20-01-2025	20:24:11.832	7573.420	23.563	OK
20-01-2025	20:24:12.833	7574.421	23.563	OK
20-01-2025	20:24:13.831	7575.419	23.563	OK
20-01-2025	20:24:14.851	7576.439	23.565	OK
20-01-2025	20:24:15.833	7577.421	23.565	OK
20-01-2025	20:24:16.834	7578.422	23.565	OK
20-01-2025	20:24:17.834	7579.422	23.564	OK
20-01-2025	20:24:18.833	7580.421	23.564	OK
20-01-2025	20:24:19.847	7581.436	23.565	OK
20-01-2025	20:24:20.833	7582.422	23.566	OK
20-01-2025	20:24:21.834	7583.422	23.567	OK
20-01-2025	20:24:22.835	7584.423	23.567	OK
20-01-2025	20:24:23.834	7585.422	23.566	OK
20-01-2025	20:24:24.849	7586.437	23.569	OK
20-01-2025	20:24:25.835	7587.423	23.567	OK
20-01-2025	20:24:26.836	7588.424	23.569	OK
20-01-2025	20:24:27.839	7589.427	23.569	OK
20-01-2025	20:24:28.839	7590.427	23.569	OK
20-01-2025	20:24:29.850	7591.438	23.569	OK
20-01-2025	20:24:30.839	7592.427	23.569	OK
20-01-2025	20:24:31.841	7593.429	23.568	OK
20-01-2025	20:24:32.842	7594.430	23.566	OK
20-01-2025	20:24:33.842	7595.430	23.566	OK
20-01-2025	20:24:34.849	7596.437	23.567	OK
20-01-2025	20:24:35.842	7597.430	23.568	OK
20-01-2025	20:24:36.842	7598.430	23.567	OK
20-01-2025	20:24:37.843	7599.431	23.566	OK
20-01-2025	20:24:38.843	7600.431	23.567	OK
20-01-2025	20:24:39.849	7601.437	23.570	OK
20-01-2025	20:24:40.842	7602.430	23.570	OK
20-01-2025	20:24:41.842	7603.430	23.570	OK
20-01-2025	20:24:42.841	7604.429	23.569	OK
20-01-2025	20:24:43.843	7605.431	23.568	OK
20-01-2025	20:24:44.854	7606.442	23.567	OK
20-01-2025	20:24:45.843	7607.432	23.567	OK
20-01-2025	20:24:46.844	7608.432	23.567	OK
20-01-2025	20:24:47.843	7609.431	23.567	OK
20-01-2025	20:24:48.844	7610.432	23.568	OK
20-01-2025	20:24:49.851	7611.439	23.567	OK
20-01-2025	20:24:50.845	7612.433	23.568	OK
20-01-2025	20:24:51.846	7613.434	23.568	OK
20-01-2025	20:24:52.847	7614.436	23.568	OK
20-01-2025	20:24:53.848	7615.436	23.569	OK
20-01-2025	20:24:54.851	7616.439	23.570	OK
20-01-2025	20:24:55.848	7617.436	23.572	OK
20-01-2025	20:24:56.849	7618.437	23.572	OK
20-01-2025	20:24:57.850	7619.438	23.573	OK
20-01-2025	20:24:58.850	7620.438	23.572	OK
20-01-2025	20:24:59.852	7621.440	23.571	OK
20-01-2025	20:25:00.849	7622.438	23.571	OK
20-01-2025	20:25:01.850	7623.438	23.572	OK
20-01-2025	20:25:02.851	7624.439	23.571	OK
20-01-2025	20:25:03.851	7625.439	23.571	OK
20-01-2025	20:25:04.854	7626.442	23.571	OK
20-01-2025	20:25:05.853	7627.441	23.572	OK
20-01-2025	20:25:06.851	7628.439	23.572	OK
20-01-2025	20:25:07.851	7629.439	23.572	OK
20-01-2025	20:25:08.851	7630.439	23.569	OK
20-01-2025	20:25:09.854	7631.442	23.570	OK
20-01-2025	20:25:10.852	7632.440	23.572	OK
20-01-2025	20:25:11.851	7633.439	23.572	OK
20-01-2025	20:25:12.851	7634.439	23.570	OK
20-01-2025	20:25:13.852	7635.440	23.569	OK
20-01-2025	20:25:14.854	7636.442	23.568	OK
20-01-2025	20:25:15.855	7637.443	23.570	OK
20-01-2025	20:25:16.854	7638.442	23.572	OK
20-01-2025	20:25:17.853	7639.441	23.572	OK
20-01-2025	20:25:18.855	7640.443	23.573	OK
20-01-2025	20:25:19.855	7641.443	23.571	OK
20-01-2025	20:25:20.853	7642.442	23.570	OK
20-01-2025	20:25:21.854	7643.442	23.573	OK
20-01-2025	20:25:22.853	7644.441	23.574	OK
20-01-2025	20:25:23.854	7645.442	23.576	OK
20-01-2025	20:25:24.854	7646.442	23.573	OK
20-01-2025	20:25:25.854	7647.442	23.573	OK
20-01-2025	20:25:26.853	7648.441	23.573	OK
20-01-2025	20:25:27.853	7649.441	23.574	OK
20-01-2025	20:25:28.854	7650.442	23.576	OK
20-01-2025	20:25:29.858	7651.446	23.574	OK
20-01-2025	20:25:30.854	7652.442	23.574	OK
20-01-2025	20:25:31.853	7653.441	23.572	OK
20-01-2025	20:25:32.853	7654.441	23.571	OK
20-01-2025	20:25:33.855	7655.443	23.572	OK
20-01-2025	20:25:34.861	7656.449	23.571	OK
20-01-2025	20:25:35.858	7657.446	23.573	OK
20-01-2025	20:25:36.858	7658.446	23.575	OK
20-01-2025	20:25:37.857	7659.445	23.574	OK
20-01-2025	20:25:38.858	7660.446	23.577	OK
20-01-2025	20:25:39.857	7661.445	23.575	OK
20-01-2025	20:25:40.859	7662.447	23.578	OK
20-01-2025	20:25:41.856	7663.444	23.578	OK
20-01-2025	20:25:42.857	7664.445	23.576	OK
20-01-2025	20:25:43.857	7665.445	23.577	OK
20-01-2025	20:25:44.858	7666.446	23.575	OK
20-01-2025	20:25:45.857	7667.445	23.576	OK
20-01-2025	20:25:46.857	7668.445	23.577	OK
20-01-2025	20:25:47.867	7669.455	23.576	OK
20-01-2025	20:25:48.857	7670.445	23.576	OK
20-01-2025	20:25:49.859	7671.447	23.574	OK
20-01-2025	20:25:50.859	7672.447	23.575	OK
20-01-2025	20:25:51.859	7673.447	23.574	OK
20-01-2025	20:25:52.859	7674.447	23.576	OK
20-01-2025	20:25:53.859	7675.447	23.575	OK
20-01-2025	20:25:54.858	7676.446	23.577	OK
20-01-2025	20:25:55.858	7677.446	23.576	OK
20-01-2025	20:25:56.859	7678.447	23.576	OK
20-01-2025	20:25:57.860	7679.448	23.574	OK
20-01-2025	20:25:58.859	7680.447	23.574	OK
