#--- Experiment --------------------------------------------------------------------------
#KILLIFISH RESPIROMETRY 1 JAN 2
#CHA1: 28PPT 10C
#CHA2: 28PPT 10C
#CHA3: 11PPT 10C
#CHA4: 11PPT 10C
#CHB1: 28PPT 24C
#CHB2: 28PPT 24C
#CHB3: 11PPT 24C
#CHB4: 11PPT 24C
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#LITTLELAB1
#--- Instrument --------------------------------------------------------------------------
#Device: FIRESTING O2 A [A] FSO2-C4 SN:2466C2055D64A795 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#--- Measurement Data --------------------------------------------------------------------
Date [A T1]	Time [A T1]	 dt (s) [A T1]	Sample Temp. (°C) [A T1]	Status [A T1]
20-01-2025	22:14:27.150	14188.738	10.708	OK
20-01-2025	22:14:28.151	14189.739	10.708	OK
20-01-2025	22:14:29.151	14190.739	10.708	OK
20-01-2025	22:14:30.151	14191.739	10.709	OK
20-01-2025	22:14:31.151	14192.739	10.707	OK
20-01-2025	22:14:32.152	14193.740	10.705	OK
20-01-2025	22:14:33.151	14194.739	10.705	OK
20-01-2025	22:14:34.152	14195.740	10.704	OK
20-01-2025	22:14:35.152	14196.740	10.705	OK
20-01-2025	22:14:36.152	14197.740	10.704	OK
20-01-2025	22:14:37.152	14198.741	10.706	OK
20-01-2025	22:14:38.152	14199.740	10.707	OK
20-01-2025	22:14:39.153	14200.741	10.706	OK
20-01-2025	22:14:40.153	14201.741	10.707	OK
20-01-2025	22:14:41.154	14202.742	10.706	OK
20-01-2025	22:14:42.153	14203.741	10.704	OK
20-01-2025	22:14:43.155	14204.743	10.704	OK
20-01-2025	22:14:44.157	14205.745	10.705	OK
20-01-2025	22:14:45.158	14206.746	10.706	OK
20-01-2025	22:14:46.156	14207.744	10.707	OK
20-01-2025	22:14:47.158	14208.746	10.705	OK
20-01-2025	22:14:48.156	14209.744	10.706	OK
20-01-2025	22:14:49.158	14210.746	10.707	OK
20-01-2025	22:14:50.158	14211.746	10.706	OK
20-01-2025	22:14:51.158	14212.746	10.709	OK
20-01-2025	22:14:52.159	14213.747	10.707	OK
20-01-2025	22:14:53.158	14214.746	10.709	OK
20-01-2025	22:14:54.159	14215.747	10.706	OK
20-01-2025	22:14:55.158	14216.746	10.708	OK
20-01-2025	22:14:56.158	14217.746	10.711	OK
20-01-2025	22:14:57.158	14218.746	10.710	OK
20-01-2025	22:14:58.158	14219.746	10.709	OK
20-01-2025	22:14:59.159	14220.747	10.710	OK
20-01-2025	22:15:00.160	14221.748	10.709	OK
20-01-2025	22:15:01.167	14222.755	10.710	OK
20-01-2025	22:15:02.161	14223.749	10.708	OK
20-01-2025	22:15:03.161	14224.749	10.708	OK
20-01-2025	22:15:04.161	14225.749	10.708	OK
20-01-2025	22:15:05.161	14226.749	10.706	OK
20-01-2025	22:15:06.161	14227.749	10.708	OK
20-01-2025	22:15:07.167	14228.755	10.708	OK
20-01-2025	22:15:08.163	14229.751	10.707	OK
20-01-2025	22:15:09.163	14230.751	10.705	OK
20-01-2025	22:15:10.163	14231.751	10.703	OK
20-01-2025	22:15:11.166	14232.754	10.703	OK
20-01-2025	22:15:12.165	14233.753	10.703	OK
20-01-2025	22:15:13.165	14234.753	10.704	OK
20-01-2025	22:15:14.166	14235.754	10.705	OK
20-01-2025	22:15:15.165	14236.753	10.706	OK
20-01-2025	22:15:16.167	14237.755	10.708	OK
20-01-2025	22:15:17.166	14238.754	10.710	OK
20-01-2025	22:15:18.169	14239.757	10.710	OK
20-01-2025	22:15:19.168	14240.756	10.709	OK
20-01-2025	22:15:20.170	14241.758	10.709	OK
20-01-2025	22:15:21.171	14242.759	10.711	OK
20-01-2025	22:15:22.169	14243.757	10.712	OK
20-01-2025	22:15:23.171	14244.759	10.712	OK
20-01-2025	22:15:24.172	14245.760	10.711	OK
20-01-2025	22:15:25.172	14246.760	10.708	OK
20-01-2025	22:15:26.170	14247.758	10.705	OK
20-01-2025	22:15:27.171	14248.759	10.706	OK
20-01-2025	22:15:28.172	14249.760	10.707	OK
20-01-2025	22:15:29.172	14250.760	10.708	OK
20-01-2025	22:15:30.172	14251.760	10.708	OK
20-01-2025	22:15:31.172	14252.760	10.708	OK
20-01-2025	22:15:32.173	14253.761	10.709	OK
20-01-2025	22:15:33.172	14254.760	10.709	OK
20-01-2025	22:15:34.178	14255.766	10.709	OK
20-01-2025	22:15:35.177	14256.765	10.708	OK
20-01-2025	22:15:36.177	14257.765	10.706	OK
20-01-2025	22:15:37.178	14258.766	10.705	OK
20-01-2025	22:15:38.176	14259.764	10.705	OK
20-01-2025	22:15:39.178	14260.766	10.706	OK
20-01-2025	22:15:40.176	14261.764	10.706	OK
20-01-2025	22:15:41.176	14262.764	10.706	OK
20-01-2025	22:15:42.177	14263.765	10.705	OK
20-01-2025	22:15:43.179	14264.767	10.706	OK
20-01-2025	22:15:44.179	14265.767	10.707	OK
20-01-2025	22:15:45.178	14266.766	10.707	OK
20-01-2025	22:15:46.178	14267.766	10.707	OK
20-01-2025	22:15:47.179	14268.767	10.704	OK
20-01-2025	22:15:48.181	14269.769	10.705	OK
20-01-2025	22:15:49.181	14270.769	10.703	OK
20-01-2025	22:15:50.181	14271.769	10.704	OK
20-01-2025	22:15:51.182	14272.770	10.706	OK
20-01-2025	22:15:52.182	14273.770	10.706	OK
20-01-2025	22:15:53.181	14274.770	10.704	OK
20-01-2025	22:15:54.184	14275.772	10.703	OK
20-01-2025	22:15:55.191	14276.779	10.700	OK
20-01-2025	22:15:56.183	14277.771	10.701	OK
20-01-2025	22:15:57.185	14278.773	10.702	OK
20-01-2025	22:15:58.184	14279.772	10.705	OK
20-01-2025	22:15:59.185	14280.773	10.706	OK
20-01-2025	22:16:00.185	14281.773	10.707	OK
20-01-2025	22:16:01.187	14282.775	10.706	OK
20-01-2025	22:16:02.189	14283.777	10.704	OK
20-01-2025	22:16:03.188	14284.776	10.701	OK
20-01-2025	22:16:04.189	14285.777	10.703	OK
20-01-2025	22:16:05.189	14286.777	10.702	OK
20-01-2025	22:16:06.190	14287.778	10.705	OK
20-01-2025	22:16:07.190	14288.778	10.704	OK
20-01-2025	22:16:08.191	14289.779	10.707	OK
20-01-2025	22:16:09.191	14290.779	10.707	OK
20-01-2025	22:16:10.189	14291.777	10.705	OK
20-01-2025	22:16:11.191	14292.779	10.705	OK
20-01-2025	22:16:12.191	14293.779	10.706	OK
20-01-2025	22:16:13.191	14294.779	10.705	OK
20-01-2025	22:16:14.190	14295.778	10.706	OK
20-01-2025	22:16:15.190	14296.778	10.707	OK
20-01-2025	22:16:16.190	14297.778	10.710	OK
20-01-2025	22:16:17.190	14298.778	10.711	OK
20-01-2025	22:16:18.191	14299.779	10.708	OK
20-01-2025	22:16:19.192	14300.780	10.705	OK
20-01-2025	22:16:20.192	14301.780	10.705	OK
20-01-2025	22:16:21.193	14302.781	10.705	OK
20-01-2025	22:16:22.192	14303.780	10.705	OK
20-01-2025	22:16:23.191	14304.779	10.703	OK
20-01-2025	22:16:24.191	14305.779	10.700	OK
20-01-2025	22:16:25.193	14306.781	10.700	OK
20-01-2025	22:16:26.193	14307.781	10.699	OK
20-01-2025	22:16:27.192	14308.780	10.701	OK
20-01-2025	22:16:28.194	14309.782	10.702	OK
20-01-2025	22:16:29.195	14310.783	10.703	OK
20-01-2025	22:16:30.195	14311.783	10.703	OK
20-01-2025	22:16:31.196	14312.784	10.705	OK
20-01-2025	22:16:32.196	14313.784	10.705	OK
20-01-2025	22:16:33.198	14314.786	10.705	OK
20-01-2025	22:16:34.199	14315.787	10.705	OK
20-01-2025	22:16:35.199	14316.787	10.705	OK
20-01-2025	22:16:36.199	14317.787	10.705	OK
20-01-2025	22:16:37.200	14318.788	10.705	OK
20-01-2025	22:16:38.200	14319.788	10.703	OK
20-01-2025	22:16:39.199	14320.787	10.700	OK
20-01-2025	22:16:40.199	14321.787	10.699	OK
20-01-2025	22:16:41.203	14322.791	10.699	OK
20-01-2025	22:16:42.199	14323.787	10.702	OK
20-01-2025	22:16:43.200	14324.788	10.705	OK
20-01-2025	22:16:44.204	14325.792	10.705	OK
20-01-2025	22:16:45.203	14326.791	10.706	OK
20-01-2025	22:16:46.201	14327.789	10.705	OK
20-01-2025	22:16:47.205	14328.793	10.704	OK
20-01-2025	22:16:48.205	14329.793	10.703	OK
20-01-2025	22:16:49.205	14330.793	10.700	OK
20-01-2025	22:16:50.204	14331.792	10.699	OK
20-01-2025	22:16:51.206	14332.794	10.700	OK
20-01-2025	22:16:52.205	14333.793	10.702	OK
20-01-2025	22:16:53.208	14334.796	10.704	OK
20-01-2025	22:16:54.208	14335.796	10.706	OK
20-01-2025	22:16:55.208	14336.796	10.705	OK
20-01-2025	22:16:56.208	14337.796	10.706	OK
20-01-2025	22:16:57.208	14338.796	10.706	OK
20-01-2025	22:16:58.213	14339.801	10.706	OK
20-01-2025	22:16:59.212	14340.800	10.708	OK
20-01-2025	22:17:00.213	14341.801	10.709	OK
20-01-2025	22:17:01.212	14342.800	10.710	OK
20-01-2025	22:17:02.214	14343.802	10.710	OK
20-01-2025	22:17:03.214	14344.802	10.709	OK
20-01-2025	22:17:04.214	14345.802	10.711	OK
20-01-2025	22:17:05.214	14346.802	10.714	OK
20-01-2025	22:17:06.213	14347.801	10.714	OK
20-01-2025	22:17:07.215	14348.803	10.713	OK
20-01-2025	22:17:08.217	14349.805	10.711	OK
20-01-2025	22:17:09.216	14350.804	10.709	OK
20-01-2025	22:17:10.219	14351.807	10.708	OK
20-01-2025	22:17:11.219	14352.807	10.706	OK
20-01-2025	22:17:12.219	14353.807	10.707	OK
20-01-2025	22:17:13.220	14354.808	10.706	OK
20-01-2025	22:17:14.218	14355.806	10.707	OK
20-01-2025	22:17:15.220	14356.808	10.704	OK
20-01-2025	22:17:16.220	14357.808	10.705	OK
20-01-2025	22:17:17.220	14358.808	10.705	OK
20-01-2025	22:17:18.220	14359.808	10.705	OK
20-01-2025	22:17:19.220	14360.808	10.706	OK
20-01-2025	22:17:20.219	14361.807	10.706	OK
20-01-2025	22:17:21.221	14362.809	10.709	OK
20-01-2025	22:17:22.220	14363.809	10.713	OK
20-01-2025	22:17:23.222	14364.810	10.714	OK
20-01-2025	22:17:24.222	14365.810	10.712	OK
20-01-2025	22:17:25.222	14366.810	10.709	OK
20-01-2025	22:17:26.223	14367.811	10.708	OK
20-01-2025	22:17:27.222	14368.810	10.705	OK
20-01-2025	22:17:28.224	14369.812	10.703	OK
20-01-2025	22:17:29.225	14370.813	10.701	OK
20-01-2025	22:17:30.225	14371.813	10.700	OK
20-01-2025	22:17:31.225	14372.813	10.700	OK
20-01-2025	22:17:32.226	14373.814	10.703	OK
20-01-2025	22:17:33.226	14374.814	10.703	OK
20-01-2025	22:17:34.227	14375.815	10.703	OK
20-01-2025	22:17:35.228	14376.816	10.703	OK
20-01-2025	22:17:36.226	14377.814	10.702	OK
20-01-2025	22:17:37.227	14378.815	10.703	OK
20-01-2025	22:17:38.229	14379.817	10.703	OK
20-01-2025	22:17:39.228	14380.816	10.704	OK
20-01-2025	22:17:40.228	14381.817	10.704	OK
20-01-2025	22:17:41.229	14382.817	10.703	OK
20-01-2025	22:17:42.228	14383.817	10.703	OK
20-01-2025	22:17:43.228	14384.817	10.702	OK
20-01-2025	22:17:44.229	14385.817	10.701	OK
20-01-2025	22:17:45.229	14386.817	10.697	OK
20-01-2025	22:17:46.228	14387.817	10.696	OK
20-01-2025	22:17:47.230	14388.818	10.695	OK
20-01-2025	22:17:48.230	14389.818	10.698	OK
20-01-2025	22:17:49.230	14390.818	10.699	OK
20-01-2025	22:17:50.230	14391.818	10.703	OK
20-01-2025	22:17:51.230	14392.818	10.703	OK
20-01-2025	22:17:52.231	14393.819	10.703	OK
20-01-2025	22:17:53.232	14394.820	10.701	OK
20-01-2025	22:17:54.233	14395.821	10.703	OK
20-01-2025	22:17:55.233	14396.821	10.702	OK
20-01-2025	22:17:56.232	14397.820	10.702	OK
20-01-2025	22:17:57.231	14398.819	10.700	OK
20-01-2025	22:17:58.231	14399.819	10.699	OK
20-01-2025	22:17:59.232	14400.820	10.701	OK
20-01-2025	22:18:00.234	14401.822	10.704	OK
20-01-2025	22:18:01.234	14402.822	10.703	OK
20-01-2025	22:18:02.234	14403.822	10.704	OK
20-01-2025	22:18:03.234	14404.822	10.704	OK
20-01-2025	22:18:04.235	14405.823	10.705	OK
20-01-2025	22:18:05.235	14406.823	10.706	OK
20-01-2025	22:18:06.235	14407.823	10.705	OK
20-01-2025	22:18:07.235	14408.823	10.702	OK
20-01-2025	22:18:08.237	14409.825	10.702	OK
20-01-2025	22:18:09.236	14410.824	10.700	OK
20-01-2025	22:18:10.241	14411.829	10.698	OK
20-01-2025	22:18:11.240	14412.828	10.698	OK
20-01-2025	22:18:12.240	14413.828	10.698	OK
20-01-2025	22:18:13.241	14414.829	10.697	OK
20-01-2025	22:18:14.240	14415.828	10.696	OK
20-01-2025	22:18:15.242	14416.830	10.693	OK
20-01-2025	22:18:16.244	14417.832	10.691	OK
20-01-2025	22:18:17.244	14418.832	10.691	OK
20-01-2025	22:18:18.245	14419.833	10.693	OK
20-01-2025	22:18:19.245	14420.833	10.694	OK
20-01-2025	22:18:20.246	14421.834	10.695	OK
20-01-2025	22:18:21.247	14422.835	10.694	OK
20-01-2025	22:18:22.248	14423.836	10.695	OK
20-01-2025	22:18:23.248	14424.836	10.697	OK
20-01-2025	22:18:24.250	14425.838	10.698	OK
20-01-2025	22:18:25.251	14426.839	10.697	OK
20-01-2025	22:18:26.250	14427.838	10.695	OK
20-01-2025	22:18:27.250	14428.838	10.697	OK
20-01-2025	22:18:28.250	14429.838	10.694	OK
20-01-2025	22:18:29.251	14430.839	10.695	OK
20-01-2025	22:18:30.251	14431.839	10.695	OK
20-01-2025	22:18:31.252	14432.840	10.696	OK
20-01-2025	22:18:32.253	14433.841	10.697	OK
20-01-2025	22:18:33.254	14434.842	10.697	OK
20-01-2025	22:18:34.254	14435.842	10.696	OK
20-01-2025	22:18:35.256	14436.844	10.693	OK
20-01-2025	22:18:36.256	14437.844	10.692	OK
20-01-2025	22:18:37.259	14438.847	10.691	OK
20-01-2025	22:18:38.258	14439.846	10.691	OK
20-01-2025	22:18:39.258	14440.846	10.690	OK
20-01-2025	22:18:40.259	14441.847	10.686	OK
20-01-2025	22:18:41.257	14442.846	10.686	OK
20-01-2025	22:18:42.259	14443.847	10.686	OK
20-01-2025	22:18:43.258	14444.846	10.686	OK
20-01-2025	22:18:44.259	14445.847	10.689	OK
20-01-2025	22:18:45.258	14446.846	10.692	OK
20-01-2025	22:18:46.260	14447.848	10.691	OK
20-01-2025	22:18:47.260	14448.848	10.690	OK
20-01-2025	22:18:48.260	14449.848	10.687	OK
20-01-2025	22:18:49.263	14450.851	10.688	OK
20-01-2025	22:18:50.263	14451.851	10.689	OK
20-01-2025	22:18:51.263	14452.851	10.691	OK
20-01-2025	22:18:52.262	14453.850	10.692	OK
20-01-2025	22:18:53.262	14454.850	10.691	OK
20-01-2025	22:18:54.263	14455.851	10.693	OK
20-01-2025	22:18:55.263	14456.851	10.692	OK
20-01-2025	22:18:56.263	14457.851	10.693	OK
20-01-2025	22:18:57.263	14458.851	10.691	OK
20-01-2025	22:18:58.264	14459.852	10.687	OK
20-01-2025	22:18:59.264	14460.852	10.690	OK
20-01-2025	22:19:00.264	14461.852	10.691	OK
20-01-2025	22:19:01.264	14462.853	10.692	OK
20-01-2025	22:19:02.265	14463.853	10.693	OK
20-01-2025	22:19:03.264	14464.852	10.692	OK
20-01-2025	22:19:04.265	14465.853	10.694	OK
20-01-2025	22:19:05.266	14466.854	10.693	OK
20-01-2025	22:19:06.266	14467.854	10.693	OK
20-01-2025	22:19:07.266	14468.854	10.697	OK
20-01-2025	22:19:08.266	14469.854	10.705	OK
20-01-2025	22:19:09.265	14470.854	10.714	OK
20-01-2025	22:19:10.268	14471.856	10.717	OK
20-01-2025	22:19:11.268	14472.856	10.712	OK
20-01-2025	22:19:12.267	14473.855	10.707	OK
20-01-2025	22:19:13.268	14474.856	10.703	OK
20-01-2025	22:19:14.268	14475.856	10.700	OK
20-01-2025	22:19:15.269	14476.857	10.698	OK
20-01-2025	22:19:16.269	14477.858	10.696	OK
20-01-2025	22:19:17.268	14478.857	10.696	OK
20-01-2025	22:19:18.269	14479.858	10.694	OK
20-01-2025	22:19:19.270	14480.858	10.692	OK
20-01-2025	22:19:20.270	14481.858	10.694	OK
20-01-2025	22:19:21.269	14482.858	10.694	OK
20-01-2025	22:19:22.270	14483.858	10.696	OK
20-01-2025	22:19:23.268	14484.856	10.692	OK
20-01-2025	22:19:24.270	14485.858	10.689	OK
20-01-2025	22:19:25.268	14486.856	10.688	OK
20-01-2025	22:19:26.269	14487.858	10.688	OK
20-01-2025	22:19:27.269	14488.857	10.690	OK
20-01-2025	22:19:28.270	14489.858	10.692	OK
20-01-2025	22:19:29.270	14490.858	10.692	OK
20-01-2025	22:19:30.268	14491.856	10.692	OK
20-01-2025	22:19:31.270	14492.859	10.691	OK
20-01-2025	22:19:32.271	14493.860	10.691	OK
20-01-2025	22:19:33.272	14494.860	10.689	OK
20-01-2025	22:19:34.273	14495.861	10.687	OK
20-01-2025	22:19:35.272	14496.860	10.685	OK
20-01-2025	22:19:36.272	14497.861	10.686	OK
20-01-2025	22:19:37.273	14498.861	10.686	OK
20-01-2025	22:19:38.273	14499.861	10.688	OK
20-01-2025	22:19:39.274	14500.862	10.689	OK
20-01-2025	22:19:40.274	14501.862	10.689	OK
20-01-2025	22:19:41.275	14502.863	10.686	OK
20-01-2025	22:19:42.276	14503.864	10.686	OK
20-01-2025	22:19:43.276	14504.864	10.686	OK
20-01-2025	22:19:44.278	14505.866	10.691	OK
20-01-2025	22:19:45.279	14506.867	10.691	OK
20-01-2025	22:19:46.278	14507.866	10.691	OK
20-01-2025	22:19:47.280	14508.868	10.689	OK
20-01-2025	22:19:48.280	14509.869	10.688	OK
20-01-2025	22:19:49.279	14510.867	10.687	OK
20-01-2025	22:19:50.280	14511.868	10.686	OK
20-01-2025	22:19:51.281	14512.869	10.686	OK
20-01-2025	22:19:52.280	14513.869	10.690	OK
20-01-2025	22:19:53.279	14514.868	10.691	OK
20-01-2025	22:19:54.280	14515.869	10.694	OK
20-01-2025	22:19:55.281	14516.869	10.691	OK
20-01-2025	22:19:56.281	14517.869	10.688	OK
20-01-2025	22:19:57.281	14518.869	10.690	OK
20-01-2025	22:19:58.281	14519.869	10.691	OK
20-01-2025	22:19:59.283	14520.871	10.693	OK
20-01-2025	22:20:00.282	14521.870	10.690	OK
20-01-2025	22:20:01.282	14522.870	10.688	OK
20-01-2025	22:20:02.283	14523.871	10.687	OK
20-01-2025	22:20:03.285	14524.873	10.686	OK
20-01-2025	22:20:04.284	14525.872	10.687	OK
20-01-2025	22:20:05.283	14526.872	10.688	OK
20-01-2025	22:20:06.284	14527.873	10.686	OK
20-01-2025	22:20:07.284	14528.872	10.685	OK
20-01-2025	22:20:08.285	14529.873	10.686	OK
20-01-2025	22:20:09.285	14530.873	10.686	OK
20-01-2025	22:20:10.283	14531.872	10.688	OK
20-01-2025	22:20:11.284	14532.872	10.688	OK
20-01-2025	22:20:12.283	14533.871	10.688	OK
20-01-2025	22:20:13.285	14534.873	10.686	OK
20-01-2025	22:20:14.286	14535.874	10.686	OK
20-01-2025	22:20:15.286	14536.874	10.685	OK
20-01-2025	22:20:16.287	14537.875	10.686	OK
20-01-2025	22:20:17.288	14538.876	10.687	OK
20-01-2025	22:20:18.289	14539.877	10.688	OK
20-01-2025	22:20:19.292	14540.880	10.687	OK
20-01-2025	22:20:20.292	14541.880	10.684	OK
20-01-2025	22:20:21.292	14542.880	10.685	OK
20-01-2025	22:20:22.294	14543.882	10.687	OK
20-01-2025	22:20:23.294	14544.882	10.686	OK
20-01-2025	22:20:24.295	14545.883	10.686	OK
20-01-2025	22:20:25.295	14546.883	10.684	OK
20-01-2025	22:20:26.296	14547.884	10.683	OK
20-01-2025	22:20:27.296	14548.884	10.685	OK
20-01-2025	22:20:28.295	14549.883	10.685	OK
20-01-2025	22:20:29.296	14550.884	10.687	OK
20-01-2025	22:20:30.295	14551.883	10.687	OK
20-01-2025	22:20:31.295	14552.883	10.687	OK
20-01-2025	22:20:32.296	14553.884	10.686	OK
20-01-2025	22:20:33.295	14554.883	10.684	OK
20-01-2025	22:20:34.295	14555.883	10.684	OK
20-01-2025	22:20:35.296	14556.884	10.687	OK
20-01-2025	22:20:36.296	14557.884	10.686	OK
20-01-2025	22:20:37.296	14558.884	10.687	OK
20-01-2025	22:20:38.296	14559.884	10.685	OK
20-01-2025	22:20:39.297	14560.885	10.686	OK
20-01-2025	22:20:40.295	14561.883	10.685	OK
20-01-2025	22:20:41.295	14562.883	10.686	OK
20-01-2025	22:20:42.296	14563.884	10.684	OK
20-01-2025	22:20:43.295	14564.883	10.685	OK
20-01-2025	22:20:44.296	14565.884	10.684	OK
20-01-2025	22:20:45.296	14566.884	10.684	OK
20-01-2025	22:20:46.298	14567.886	10.685	OK
20-01-2025	22:20:47.301	14568.889	10.683	OK
20-01-2025	22:20:48.300	14569.888	10.684	OK
20-01-2025	22:20:49.302	14570.890	10.683	OK
20-01-2025	22:20:50.302	14571.890	10.683	OK
20-01-2025	22:20:51.302	14572.890	10.683	OK
20-01-2025	22:20:52.301	14573.890	10.683	OK
20-01-2025	22:20:53.301	14574.889	10.682	OK
20-01-2025	22:20:54.301	14575.889	10.682	OK
20-01-2025	22:20:55.301	14576.889	10.683	OK
20-01-2025	22:20:56.302	14577.890	10.683	OK
20-01-2025	22:20:57.301	14578.889	10.680	OK
20-01-2025	22:20:58.301	14579.889	10.680	OK
20-01-2025	22:20:59.302	14580.890	10.681	OK
20-01-2025	22:21:00.302	14581.890	10.680	OK
20-01-2025	22:21:01.303	14582.891	10.681	OK
20-01-2025	22:21:02.302	14583.890	10.681	OK
20-01-2025	22:21:03.301	14584.889	10.683	OK
20-01-2025	22:21:04.301	14585.889	10.683	OK
20-01-2025	22:21:05.304	14586.892	10.685	OK
20-01-2025	22:21:06.305	14587.893	10.684	OK
20-01-2025	22:21:07.306	14588.895	10.682	OK
20-01-2025	22:21:08.308	14589.896	10.681	OK
20-01-2025	22:21:09.307	14590.895	10.680	OK
20-01-2025	22:21:10.307	14591.895	10.681	OK
20-01-2025	22:21:11.308	14592.896	10.680	OK
20-01-2025	22:21:12.308	14593.897	10.679	OK
20-01-2025	22:21:13.309	14594.897	10.680	OK
20-01-2025	22:21:14.308	14595.896	10.679	OK
20-01-2025	22:21:15.309	14596.897	10.679	OK
20-01-2025	22:21:16.308	14597.896	10.680	OK
20-01-2025	22:21:17.309	14598.897	10.679	OK
20-01-2025	22:21:18.309	14599.897	10.681	OK
20-01-2025	22:21:19.309	14600.897	10.680	OK
20-01-2025	22:21:20.308	14601.896	10.679	OK
20-01-2025	22:21:21.308	14602.896	10.679	OK
20-01-2025	22:21:22.309	14603.897	10.678	OK
20-01-2025	22:21:23.309	14604.897	10.679	OK
20-01-2025	22:21:24.308	14605.896	10.679	OK
20-01-2025	22:21:25.312	14606.900	10.679	OK
20-01-2025	22:21:26.311	14607.899	10.680	OK
20-01-2025	22:21:27.311	14608.899	10.680	OK
20-01-2025	22:21:28.311	14609.899	10.680	OK
20-01-2025	22:21:29.311	14610.899	10.680	OK
20-01-2025	22:21:30.312	14611.900	10.679	OK
20-01-2025	22:21:31.318	14612.906	10.677	OK
20-01-2025	22:21:32.314	14613.902	10.676	OK
20-01-2025	22:21:33.313	14614.901	10.679	OK
20-01-2025	22:21:34.315	14615.903	10.679	OK
20-01-2025	22:21:35.315	14616.903	10.679	OK
20-01-2025	22:21:36.315	14617.903	10.677	OK
20-01-2025	22:21:37.317	14618.905	10.678	OK
20-01-2025	22:21:38.319	14619.907	10.678	OK
20-01-2025	22:21:39.317	14620.905	10.681	OK
20-01-2025	22:21:40.317	14621.905	10.679	OK
20-01-2025	22:21:41.318	14622.906	10.680	OK
20-01-2025	22:21:42.317	14623.906	10.679	OK
20-01-2025	22:21:43.318	14624.906	10.681	OK
20-01-2025	22:21:44.320	14625.908	10.678	OK
20-01-2025	22:21:45.320	14626.908	10.677	OK
20-01-2025	22:21:46.321	14627.909	10.676	OK
20-01-2025	22:21:47.321	14628.909	10.675	OK
20-01-2025	22:21:48.320	14629.908	10.677	OK
20-01-2025	22:21:49.320	14630.908	10.678	OK
20-01-2025	22:21:50.320	14631.908	10.678	OK
20-01-2025	22:21:51.321	14632.909	10.678	OK
20-01-2025	22:21:52.320	14633.908	10.677	OK
20-01-2025	22:21:53.325	14634.913	10.678	OK
20-01-2025	22:21:54.322	14635.910	10.676	OK
20-01-2025	22:21:55.323	14636.911	10.677	OK
20-01-2025	22:21:56.323	14637.911	10.677	OK
20-01-2025	22:21:57.323	14638.911	10.680	OK
20-01-2025	22:21:58.324	14639.912	10.677	OK
20-01-2025	22:21:59.322	14640.910	10.673	OK
20-01-2025	22:22:00.324	14641.912	10.672	OK
20-01-2025	22:22:01.324	14642.912	10.670	OK
20-01-2025	22:22:02.325	14643.913	10.672	OK
20-01-2025	22:22:03.325	14644.913	10.673	OK
20-01-2025	22:22:04.325	14645.913	10.674	OK
20-01-2025	22:22:05.325	14646.913	10.678	OK
20-01-2025	22:22:06.328	14647.916	10.678	OK
20-01-2025	22:22:07.328	14648.916	10.678	OK
20-01-2025	22:22:08.329	14649.917	10.676	OK
20-01-2025	22:22:09.329	14650.917	10.674	OK
20-01-2025	22:22:10.328	14651.916	10.675	OK
20-01-2025	22:22:11.330	14652.918	10.676	OK
20-01-2025	22:22:12.330	14653.918	10.676	OK
20-01-2025	22:22:13.330	14654.918	10.677	OK
20-01-2025	22:22:14.330	14655.918	10.675	OK
20-01-2025	22:22:15.330	14656.918	10.675	OK
20-01-2025	22:22:16.330	14657.918	10.675	OK
20-01-2025	22:22:17.330	14658.918	10.674	OK
20-01-2025	22:22:18.330	14659.918	10.673	OK
20-01-2025	22:22:19.329	14660.917	10.673	OK
20-01-2025	22:22:20.329	14661.917	10.673	OK
20-01-2025	22:22:21.331	14662.919	10.673	OK
20-01-2025	22:22:22.332	14663.920	10.673	OK
20-01-2025	22:22:23.331	14664.920	10.673	OK
20-01-2025	22:22:24.332	14665.920	10.672	OK
20-01-2025	22:22:25.331	14666.919	10.675	OK
20-01-2025	22:22:26.331	14667.919	10.676	OK
20-01-2025	22:22:27.333	14668.921	10.673	OK
20-01-2025	22:22:28.332	14669.920	10.672	OK
20-01-2025	22:22:29.332	14670.920	10.669	OK
20-01-2025	22:22:30.333	14671.921	10.669	OK
20-01-2025	22:22:31.334	14672.922	10.670	OK
20-01-2025	22:22:32.334	14673.922	10.670	OK
20-01-2025	22:22:33.336	14674.924	10.672	OK
20-01-2025	22:22:34.336	14675.924	10.673	OK
20-01-2025	22:22:35.338	14676.926	10.675	OK
20-01-2025	22:22:36.338	14677.926	10.675	OK
20-01-2025	22:22:37.340	14678.928	10.672	OK
20-01-2025	22:22:38.338	14679.926	10.672	OK
20-01-2025	22:22:39.338	14680.926	10.670	OK
20-01-2025	22:22:40.338	14681.926	10.672	OK
20-01-2025	22:22:41.339	14682.927	10.671	OK
20-01-2025	22:22:42.340	14683.928	10.670	OK
20-01-2025	22:22:43.340	14684.928	10.668	OK
20-01-2025	22:22:44.342	14685.930	10.668	OK
20-01-2025	22:22:45.341	14686.929	10.666	OK
20-01-2025	22:22:46.342	14687.930	10.668	OK
20-01-2025	22:22:47.342	14688.930	10.669	OK
20-01-2025	22:22:48.341	14689.929	10.670	OK
